"","trial_type","stimulus","response","left_image","right_image","correct_response","correct","sound","vowel_type","congruent","voicing","consonant_type"
"1","bouba-kiki","sound/zizi.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",0,"angular","/i/","congruent","voiced","fricative"
"2","bouba-kiki","sound/KAKA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/a/","incongruent","unvoiced","stop"
"3","bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","fricative"
"4","bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/i/","incongruent","voiced","sonorant"
"5","bouba-kiki","sound/LALA.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",0,"curved","/a/","congruent","voiced","sonorant"
"6","bouba-kiki","sound/didi.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/i/","incongruent","voiced","stop"
"7","bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","voiced","fricative"
"8","bouba-kiki","sound/kiki.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","unvoiced","stop"
"9","bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","voiced","sonorant"
"10","bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","voiced","sonorant"
"11","bouba-kiki","sound/sisi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",0,"curved","/i/","incongruent","unvoiced","fricative"
"12","bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","voiced","fricative"
"13","bouba-kiki","sound/titi.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/i/","congruent","unvoiced","stop"
"14","bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","unvoiced","fricative"
"15","bouba-kiki","sound/LALA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",0,"curved","/a/","congruent","voiced","sonorant"
"16","bouba-kiki","sound/sisi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/i/","incongruent","unvoiced","fricative"
"17","bouba-kiki","sound/lili.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",0,"curved","/i/","incongruent","voiced","sonorant"
"18","bouba-kiki","sound/TATA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/a/","incongruent","unvoiced","stop"
"19","bouba-kiki","sound/DADA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","voiced","stop"
"20","bouba-kiki","sound/fifi.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/i/","incongruent","unvoiced","fricative"
"21","bouba-kiki","sound/KAKA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",0,"angular","/a/","incongruent","unvoiced","stop"
"22","bouba-kiki","sound/mimi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/i/","incongruent","voiced","sonorant"
"23","bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/a/","congruent","unvoiced","fricative"
"24","bouba-kiki","sound/didi.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/i/","incongruent","voiced","stop"
"25","bouba-kiki","sound/SASA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","unvoiced","fricative"
"26","bouba-kiki","sound/SASA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/a/","congruent","unvoiced","fricative"
"27","bouba-kiki","sound/titi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","unvoiced","stop"
"28","bouba-kiki","sound/lili.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",0,"curved","/i/","incongruent","voiced","sonorant"
"29","bouba-kiki","sound/DADA.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",0,"curved","/a/","congruent","voiced","stop"
"30","bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","voiced","fricative"
"31","bouba-kiki","sound/TATA.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","stop"
"32","bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","unvoiced","stop"
